resume	/ˈrezəmeɪ/	n. 简历
self-efficacy	/ˌself ˈefɪkəsi/	n. 自我效能感
social psychology	/ˈsəʊʃl saɪ ˈkɒlədʒi/	n. 社会心理学
conformity	/kən ˈfɔːməti/	n. 从众
obedience	/əˈbiːdiəns/	n. 服从
group dynamics	/ɡruːp daɪ ˈnæmɪks/	n. 群体动力学
prejudice	/ ˈpredʒudɪs/	n. 偏见
stereotype	/ˈsteriətaɪp/	n. 刻板印象
attitude	/ˈætɪtjuːd/	n. 态度
persuasion	/pəˈsweɪʒn/	n. 说服
altruism	/ ˈæltruɪzəm/	n. 利他主义
aggression	/əˈɡreʃn/	n. 攻击性
frustration	/frʌˈstreɪʃn/	n. 挫折感
art	/ɑːt/	n. 艺术
painting	/ˈpeɪntɪŋ/	n. 绘画
sculpture	/ˈskʌlptʃə(r)/	n. 雕塑
drawing	/ˈdrɔːɪŋ/	n. 素描
sketch	/sketʃ/	n. 草图
portrait	/ˈpɔːtreɪt/	n. 肖像画
landscape	/ˈlændskeɪp/	n. 风景画
still life	/stɪl laɪf/	n. 静物画
abstract art	/ˈæbstrækt ɑːt/	n. 抽象艺术
realism	/ˈriːəlɪzəm/	n. 现实主义
impressionism	/ɪm ˈpreʃnɪzəm/	n. 印象派
surrealism	/səˈriːəlɪzəm/	n. 超现实主义
artist	/ˈɑːtɪst/	n. 艺术家
gallery	/ˈɡæləri/	n. 画廊
museum	/mjuˈziːəm/	n. 博物馆
exhibition	/ˌeksɪˈbɪʃn/	n. 展览
calligraphy	/kəˈlɪɡrəfi/	n. 书法
craft	/krɑːft/	n. 手工艺
pottery	/ˈpɒtəri/	n. 陶器
textile	/ˈtekstaɪl/	n. 纺织品
weaving	/ˈwiːvɪŋ/	n. 编织术
knitting	/ˈnɪtɪŋ/	n. 针织术
jewelry	/ˈdʒuːəlri/	n. 珠宝
architecture	/ ˈɑːkɪtektʃə(r)/	n. 建筑艺术
design	/dɪˈzaɪn/	n. & v. 设计
aesthetics	/iːsˈθetɪks/	n. 美学
composition	/ˌkɒmpə ˈzɪʃn/	n. 构图
color palette	/ˈkʌlə ˈpælət/	n. 调色板；色彩搭配
texture	/ˈtekstʃə(r)/	n. 质感
medium	/ˈmiːdiəm/	n. 艺术媒介
oil painting	/ɔɪl ˈpeɪntɪŋ/	n. 油画
watercolor	/ ˈwɔːtəkʌlə(r)/	n. 水彩画
acrylic	/əˈkrɪlɪk/	n. 丙烯画
printmaking	/ ˈprɪntmeɪkɪŋ/	n. 版画制作
woodcut	/ˈwʊdkʌt/	n. 木刻版画
photography	/fəˈtɒɡrəfi/	n. 摄影艺术
digital art	/ˈdɪdʒɪtl ɑːt/	n. 数字艺术
animation	/ˌænɪˈmeɪʃn/	n. 动画艺术
performance art	/pəˈfɔːməns ɑːt/	n. 行为艺术
installation art	/ˌɪnstəˈleɪʃn ɑːt/	n. 装置艺术
geology	/dʒiˈɒlədʒi/	n. 地质学
geologist	/dʒiˈɒlədʒɪst/	n. 地质学家
earthquake	/ˈɜːθkweɪk/	n. 地震
tectonic plates	/tekˈtɒnɪk pleɪts/	n. 地壳板块
volcano	/vɒlˈkeɪnəʊ/	n. 火山
eruption	/ɪˈrʌpʃn/	n. 火山喷发
lava	/ˈlɑːvə/	n. 熔岩
magma	/ˈmæɡmə/	n. 岩浆
erosion	/ɪˈrəʊʒn/	n. 侵蚀
weathering	/ˈweðərɪŋ/	n. 风化
sediment	/ˈsedɪmənt/	n. 沉积物
fossil	/ˈfɒsl/	n. 化石
paleontology	/ˌpeɪliɒn ˈtɒlədʒi/	n. 古生物学
rock	/rɒk/	n. 岩石
igneous rock	/ˈɪɡniəs rɒk/	n. 火成岩
sedimentary rock	/ˌsedɪˈmentri rɒk/	n. 沉积岩
metamorphic rock	/ˌmetəˈmɔːfɪk rɒk/	n. 变质岩
mineral	/ˈmɪnərəl/	n. 矿物
crust	/krʌst/	n. 地壳
mantle	/ˈmæntl/	n. 地幔
core	/kɔː(r)/	n. 地核
continental drift	/ˌkɒntɪˈnentl drɪft/	n. 大陆漂移说
landform	/ˈlændfɔːm/	n. 地形
mountain range	/ˈmaʊntən reɪndʒ/	n. 山脉
valley	/ˈvæli/	n. 山谷
plain	/pleɪn/	n. 平原
desert	/ˈdezət/	n. 沙漠
ocean	/ˈəʊʃn/	n. 海洋
ocean floor	/ˈəʊʃn flɔː(r)/	n. 洋底
trench	/trentʃ/	n. 海沟
ridge	/rɪdʒ/	n. 海岭
tsunami	/tsuːˈnɑːmi/	n. 海啸
glacier	/ˈɡlæsiə(r)/	n. 冰川
ice age	/aɪs eɪdʒ/	n. 冰河时代
landslide	/ˈlændslaɪd/	n. 山体滑坡
groundwater	/ ˈɡraʊndwɔːtə(r)/	n. 地下水
aquifer	/ˈækwɪfə(r)/	n. 含水层
geothermal	/ˌdʒiːəʊˈθɜːml/	adj. 地热的
fault	/fɔːlt/	n. 断层
deposition	/ˌdepəˈzɪʃn/	n. 沉积
delta	/ˈdeltə/	n. 三角洲
erosional	/ɪˈrəʊʒənl/	adj. 侵蚀的
topography	/təˈpɒɡrəfi/	n. 地形学
elevation	/ˌelɪˈveɪʃn/	n. 海拔
ecology	/iːˈkɒlədʒi/	n. 生态学
ecosystem	/ˈiːkəʊsɪstəm/	n. 生态系统
ecologist	/iːˈkɒlədʒɪst/	n. 生态学家
organism	/ˈɔːɡənɪzəm/	n. 生物；有机
community	/kəˈmjuːnəti/	n. 生物群落
population	/ˌpɒpjuˈleɪʃn/	n. 种群
species	/ˈspiːʃiːz/	n. 物种
habitat	/ˈhæbɪtæt/	n. 栖息地
niche	/nɪtʃ/	n. 生态位
producer	/prəˈdjuːsə(r)/	n. 生产者
consumer	/kənˈsjuːmə(r)/	n. 消费者
herbivore	/ˈhɜːbɪvɔː(r)/	n. 食草动物
carnivore	/ˈkɑːnɪvɔː(r)/	n. 食肉动物
omnivore	/ˈɒmnɪvɔː(r)/	n. 杂食动物
decomposer	/ˌdiːkəm ˈpəʊzə(r)/	n. 分解者
food chain	/fuːd tʃeɪn/	n. 食物链
food web	/fuːd web/	n. 食物网
trophic level	/ˈtrɒfɪk ˈlevl/	n. 营养级
predator	/ˈpredətə(r)/	n. 捕食者
prey	/preɪ/	n. 猎物
symbiosis	/ˌsɪmbaɪˈəʊsɪs/	n. 共生
mutualism	/ ˈmjuːtʃuəlɪzəm/	n. 互利共生
commensalism	/kə ˈmensəlɪzəm/	n. 偏利共生
parasitism	/ ˈpærəsaɪtɪzəm/	n. 寄生
parasite	/ˈpærəsaɪt/	n. 寄生虫
competition	/ˌkɒmpəˈtɪʃn/	n. 竞争
resource	/rɪˈsɔːs/	n. 资源
biodiversity	/ˌbaɪəʊdaɪ ˈvɜːsəti/	n. 生物多样性
conservation	/ˌkɒnsəˈveɪʃn/	n. 保护
extinction	/ɪkˈstɪŋkʃn/	n. 灭绝
endangered	/ɪnˈdeɪndʒəd/	adj. 濒危的
threatened	/ˈθretnd/	adj. 受威胁的
pollution	/pəˈluːʃn/	n. 污染
deforestation	/ˌdiːˌfɒrɪˈsteɪʃn/	n. 森林砍伐
desertification	/dɪˌzɜːtɪfɪ ˈkeɪʃn/	n. 沙漠化
eutrophication	/ˌjuːtrəfɪˈkeɪʃn/	n. 富营养化
algal bloom	/ˈælɡl bluːm/	n. 水华；藻华
sustainability	/səˌsteɪnə ˈbɪləti/	n. 可持续性
renewable	/rɪˈnjuːəbl/	adj. 可再生的
non-renewable	/ˌnɒnrɪˈnjuːəbl/	adj. 不可再生的
biology	/baɪˈɒlədʒi/	n. 生物学
cell	/sel/	n. 细胞
cell membrane	/sel ˈmembreɪn/	n. 细胞膜
nucleus	/ˈnjuːkliəs/	n. 细胞核
DNA	/ˌdiː en ˈeɪ/	n. 脱氧核糖核酸
gene	/dʒiːn/	n. 基因
chromosome	/ ˈkrəʊməsəʊm/	n. 染色体
tissue	/ˈtɪʃuː/	n. 组织
organ	/ˈɔːɡən/	n. 器官
organ system	/ˈɔːɡən ˈsɪstəm/	n. 器官系统
metabolism	/mə ˈtæbəlɪzəm/	n. 新陈代谢
photosynthesis	/ˌfəʊtəʊ ˈsɪnθəsɪs/	n. 光合作用
respiration	/ˌrespəˈreɪʃn/	n. 呼吸作用
mitosis	/maɪˈtəʊsɪs/	n. 有丝分裂
meiosis	/maɪˈəʊsɪs/	n. 减数分裂
gamete	/ˈɡæmiːt/	n. 配子
fertilization	/ˌfɜːtəlaɪ ˈzeɪʃn/	n. 受精
zygote	/ˈzaɪɡəʊt/	n. 受精卵
embryo	/ˈembriəʊ/	n. 胚胎
evolution	/ˌiːvəˈluːʃn/	n. 进化
natural selection	/ˈnætʃrəl sɪ ˈlekʃn/	n. 自然选择
adaptation	/ˌædæpˈteɪʃn/	n. 适应
mutation	/mjuːˈteɪʃn/	n. 突变
species	/ˈspiːʃiːz/	n. 物种
taxonomy	/tækˈsɒnəmi/	n. 生物分类学
kingdom	/ˈkɪŋdəm/	n. 界
vertebrate	/ˈvɜːtɪbrət/	n. 脊椎动物
invertebrate	/ɪnˈvɜːtɪbrət/	n. 无脊椎动物
mammal	/ˈmæml/	n. 哺乳动物
reptile	/ˈreptaɪl/	n. 爬行动物
amphibian	/æmˈfɪbiən/	n. 两栖动物
metamorphosis	/ˌmetə ˈmɔːfəsɪs/	n. 变态发育
fungi	/ˈfʌndʒaɪ/	n. 真菌
bacteria	/bækˈtɪəriə/	n. 细菌
virus	/ˈvaɪrəs/	n. 病毒
immune system	/ɪˈmjuːn ˈsɪstəm/	n. 免疫系统
antibody	/ˈæntibɒdi/	n. 抗体
antigen	/ˈæntɪdʒən/	n. 抗原
homeostasis	/ˌhəʊmiəʊ ˈsteɪsɪs/	n. 稳态
hormone	/ˈhɔːməʊn/	n. 激素
enzyme	/ˈenzaɪm/	n. 酶
protein	/ˈprəʊtiːn/	n. 蛋白质
carbohydrate	/ˌkɑːbəʊ ˈhaɪdreɪt/	n. 碳水化合物
lipid	/ˈlɪpɪd/	n. 脂质
ecology	/iːˈkɒlədʒi/	n. 生态学
astronomy	/əˈstrɒnəmi/	n. 天文学
astronomer	/ə ˈstrɒnəmə(r)/	n. 天文学家
celestial	/səˈlestɪəl/	adj. 天体的
star	/stɑː(r)/	n. 恒星
planet	/ˈplænɪt/	n. 行星
solar system	/ˈsəʊlə ˈsɪstəm/	n. 太阳系
orbit	/ˈɔːbɪt/	v. & n. 轨道；绕转
moon	/muːn/	n. 卫星；月球
satellite	/ˈsætəlaɪt/	n. 卫星
asteroid	/ˈæstərɔɪd/	n. 小行星
comet	/ˈkɒmɪt/	n. 彗星
meteor	/ˈmiːtiə(r)/	n. 流星
meteorite	/ˈmiːtiəraɪt/	n. 陨石
galaxy	/ˈɡæləksi/	n. 星系
Milky Way	/ˈmɪlki weɪ/	n. 银河系
constellation	/ˌkɒnstə ˈleɪʃn/	n. 星座
nebula	/ˈnebjələ/	n. 星云
black hole	/blæk həʊl/	n. 黑洞
supernova	/ˌsuːpə ˈnəʊvə/	n. 超新星
pulsar	/ˈpʌlsɑː(r)/	n. 脉冲星
neutron star	/ˈnjuːtrɒn stɑː(r)/	n. 中子星
gravity	/ˈɡrævəti/	n. 引力
cosmos	/ˈkɒzmɒs/	n. 宇宙
Big Bang	/bɪɡ bæŋ/	n. 宇宙大爆炸
expansion	/ɪkˈspænʃn/	n. 膨胀
dark matter	/dɑːk ˈmætə(r)/	n. 暗物质
dark energy	/dɑːk ˈenədʒi/	n. 暗能量
telescope	/ˈtelɪskəʊp/	n. 望远镜
observatory	/əbˈzɜːvətri/	n. 天文台
light-year	/ˈlaɪt jɪə(r)/	n. 光年
astronaut	/ˈæstrənɔːt/	n. 宇航员
spacecraft	/ˈspeɪskrɑːft/	n. 航天器
orbit	/ˈɔːbɪt/	v. 绕轨道运行
launch	/lɔːntʃ/	v. 发射
atmosphere	/ ˈætməsfɪə(r)/	n. 大气层
radiation	/ˌreɪdiˈeɪʃn/	n. 辐射
eclipse	/ɪˈklɪps/	n. 日食；月食
solar eclipse	/ˈsəʊlə ɪ ˈklɪps/	n. 日食
lunar eclipse	/ˈluːnə ɪ ˈklɪps/	n. 月食
equinox	/ˈiːkwɪnɒks/	n. 春分；秋分
solstice	/ˈsɒlstɪs/	n. 夏至；冬至
history	/ˈhɪstri/	n. 历史
historian	/hɪˈstɔːriən/	n. 历史学家
civilization	/ˌsɪvəlaɪ ˈzeɪʃn/	n. 文明
ancient	/ˈeɪnʃənt/	adj. 古代的
empire	/ˈempaɪə(r)/	n. 帝国
dynasty	/ˈdɪnəsti/	n. 朝代
monarch	/ˈmɒnək/	n. 君主
king	/kɪŋ/	n. 国王
queen	/kwiːn/	n. 女王
pharaoh	/ˈfeərəʊ/	n. 法老
revolution	/ˌrevəˈluːʃn/	n. 革命
war	/wɔː(r)/	n. 战争
battle	/ˈbætl/	n. 战役
treaty	/ˈtriːti/	n. 条约
alliance	/əˈlaɪəns/	n. 联盟
colony	/ˈkɒləni/	n. 殖民地
independence	/ˌɪndɪ ˈpendəns/	n. 独立
constitution	/ˌkɒnstɪˈtjuːʃn/	n. 宪法
democracy	/dɪˈmɒkrəsi/	n. 民主
dictatorship	/ˌdɪkˈteɪtəʃɪp/	n. 独裁统治
archaeology	/ˌɑːkiˈɒlədʒi/	n. 考古学
archaeologist	/ˌɑːki ˈɒlədʒɪst/	n. 考古学家
artifact	/ˈɑːtɪfækt/	n. 文物
excavation	/ˌekskəˈveɪʃn/	n. 挖掘
ruin	/ˈruːɪn/	n. 遗迹
fossil	/ˈfɒsl/	n. 化石
manuscript	/ ˈmænjuskrɪpt/	n. 手稿
document	/ˈdɒkjumənt/	n. 文件
era	/ˈɪərə/	n. 时代
period	/ˈpɪəriəd/	n. 时期
middle ages	/ˈmɪdl eɪdʒɪz/	n. 中世纪
renaissance	/rɪˈneɪsns/	n. 文艺复兴
industrial revolution	/ɪnˈdʌstriəl ˌrevəˈluːʃn/	n. 工业革命
invention	/ɪnˈvenʃn/	n. 发明
exploration	/ˌekspləˈreɪʃn/	n. 探险
explorer	/ɪkˈsplɔːrə(r)/	n. 探险家
migration	/maɪˈɡreɪʃn/	n. 迁徙
culture	/ˈkʌltʃə(r)/	n. 文化
tradition	/trəˈdɪʃn/	n. 传统
heritage	/ˈherɪtɪdʒ/	n. 遗产
legacy	/ˈleɡəsi/	n. 遗产；遗留物
reformation	/ˌrefəˈmeɪʃn/	n. 宗教改革
philosophy	/fəˈlɒsəfi/	n. 哲学
philosopher	/fəˈlɒsəfə(r)/	n. 哲学家
religion	/rɪˈlɪdʒən/	n. 宗教
mythology	/mɪˈθɒlədʒi/	n. 神话
legend	/ˈledʒənd/	n. 传说
folklore	/ˈfəʊklɔː(r)/	n. 民间传说
custom	/ˈkʌstəm/	n. 习俗
ritual	/ˈrɪtʃuəl/	n. 仪式
environmental science	/ɪnˌvaɪrən ˈmentl ˈsaɪəns/	n. 环境科学
climate change	/ˈklaɪmət tʃeɪndʒ/	n. 气候变化
greenhouse effect	/ ˈɡriːnhaʊs ɪˈfekt/	n. 温室效应
greenhouse gases	/ ˈɡriːnhaʊs ˈɡæsɪz/	n. 温室气体
global warming	/ˈɡləʊbl ˈwɔːmɪŋ/	n. 全球变暖
carbon dioxide	/ˈkɑːbən ˈɒksaɪd/	n. 二氧化碳
carbon footprint	/ˈkɑːbən ˈfʊtprɪnt/	n. 碳足迹
conservationist	/ˌkɒnsə ˈveɪʃnɪst/	n. 环保人士；自然资源保护者
carbon neutral	/ˈkɑːbən ˈnjuːtrəl/	adj. 碳中和的
environmental protection	/ɪnˌvaɪrən ˈmentl prə ˈtekʃn/	n. 环境保护
